aardvark|anteater,placental
swain|boyfriend,fellow,beau,lover
swallow|taste,mouthful,drink,consumption,ingestion,intake,uptake,consume,ingest,take,have,demolish,destroy,immerse,bury,enclose,inclose,talk,speak,utter,mouth,verbalize,unsay,withdraw,renounce,repudiate,suppress,repress,accept,digest,endure,stomach,bear,stand,tolerate,support,brook,abide,suffer,believe
swallowtail|jacket
swamp|swampland,wetland,situation,drench,flood,deluge,inundate,fill
swampland|swamp,wetland
swampy|boggy,marshy,miry,mucky,muddy,sloppy,soggy,squashy,waterlogged
swan|affirm,verify,assert,avow,aver,swear,declare,roll,wander,stray,tramp,roam,cast,ramble,rove,range,drift,vagabond,travel,move,sweep,sail
swank|swanky,fashionable,stylish,chic,chicness,chichi,modishness,smartness,stylishness,elegance,flaunt,flash,expose,exhibit,display
swanky|swank,fashionable,stylish
swap|barter,swop,trade,exchange,interchange,switch,change,travel,move
sward|turf,greensward,land,ground,soil
swarm|drove,horde,crowd,cloud,teem,buzz,seethe,pour,stream
swarthy|dusky,brunet,brunette
swash|wave,travel,move,spatter,splatter,plash,splash,scatter,sprinkle,dust,disperse,boast,tout,brag,blow,bluster,vaunt,overstate,exaggerate,overdraw,magnify,amplify,swagger,behave
swashbuckler|daredevil,madcap,hothead,lunatic,harum-scarum,adventurer
swastika|emblem,allegory
swat|blow
swath|space,belt,path,track,course
swathe|wrapping,bandage,patch,swaddle,bind
swatter|flyswatter,implement,splash
sway|power,rock,careen,tilt,lurch,pitch,shake,swing,carry,persuade,influence,work,move,displace
swayback|swaybacked,unfit
swaybacked|swayback,unfit
swear|curse,cuss,blaspheme,imprecate,express,verbalize,utter,affirm,verify,assert,avow,aver,swan,declare,depose,trust,rely,bank,believe,mistrust,distrust
swearer|blasphemer,communicator
swearword|curse,expletive,oath,cuss,profanity
sweat|perspiration,secretion,fret,stew,lather,agitation,condensation,condensate,effort,exertion,travail,labor,toil,perspire,excrete,eliminate,pass
sweatband|band
sweater|garment,person,individual,someone,somebody,mortal,soul
sweatpants|trouser,pant
sweats|garment
sweatshirt|pullover
sweatshop|factory,mill
sweep|expanse,scope,range,reach,orbit,compass,cleaner,slam,victory,triumph,running,motion,movement,move,motility,brush,sail,broom,wipe,embroil,tangle,drag,involve,cross,traverse,span,cover,continue,extend,clean,swing,wield,handle
sweeper|employee
sweeping|wide,broad,wholesale,cleaning,cleanup
sweepstakes|lottery,drawing
sweet|cloying,saccharine,syrupy,treacly,sweetish,sugary,sweet,tasty,sour,angelic,angelical,cherubic,seraphic,lovable,loveable,dulcet,honeyed,mellifluous,melodious,melodic,musical,pleasing,gratifying,odoriferous,odorous,perfumed,scented,fragrant,fresh,salty,sugared,phonetician,dessert,course,confection,dainty,delicacy,goody,treat,sweetness,taste,sweetly
sweet-talk|wheedle,cajole,palaver,blarney,coax,inveigle,persuade
sweetbrier|brier,briar,eglantine,rose,rosebush
sweeten|sour,change,alter,modify
sweetener|sweetening,flavoring,seasoning,bait,come-on,hook,lure,temptation,enticement
sweetening|sweetener,flavoring,seasoning,enhancement,improvement
sweetheart|privileged,sweetie,steady,lover,smasher,knockout,beauty,ravisher,peach,looker,dish,woman
sweetie|sweetheart,steady,lover
sweetish|sweet
sweetly|sweet
sweetmeat|sweet,confection
sweetness|sweet,taste,bouquet,fragrance,redolence,smell,aroma,odor,scent,pleasantness,quality
swell|bang-up,bully,dandy,great,groovy,keen,neat,nifty,peachy,smashing,good,wave,elevation,crescendo,dude,gallant,sheik,beau,clotheshorse,increase,behave,expand,originate,arise,rise,develop,grow,well,surface
swellhead|egotist,egoist
swelling|puffiness,lump,enlargement,symptom
swelter|suffer,sweat,perspire
swept|sweptback
sweptback|swept,backward
swerve|turn,turning,sheer,curve,trend,veer,slue,slew
swift|fleet,fast,packer,satirist
swiftly|fleetly
swiftness|speed,fastness,pace,rate
swig|gulp,draft,swallow,drink,slug,slog,quaff,imbibe
swill|slop,slops,feed,provender,give,drink,imbibe
swim|swimming,aquatics,travel,move,float,sink
swimmer|athlete,jock,bather,traveler,traveller
swimming|liquid,tearful,horizontal,swim,aquatics
swimmingly|smoothly
swimsuit|garment
swindle|cheat,fraud,victimize,rook,goldbrick,diddle,bunco,defraud,scam,mulct,chisel
swindler|defrauder,chiseler,gouger,deceiver,cheat,cheater,trickster,beguiler,slicker
swineherd|herder,herdsman,drover
swing|action,activity,activeness,plaything,blow,swinging,vacillation,motion,movement,move,jive,jazz,lilt,stroke,shot,displace,sway,travel,influence,work,sweep,wield,handle,dangle,drop,hang,take,train,direct,change,live,socialize,play,fornicate
swinger|athlete,jock,tramp,libertine,debauchee
swinging|lilting,rhythmical,rhythmic,swing,vacillation,motion,movement,move
swinish|boorish,loutish,neanderthal,oafish,unrefined,hoggish,piggish,piggy,porcine,gluttonous
swipe|stroke,shot,sideswipe,pilfer,cabbage,purloin,pinch,abstract,hook,sneak,filch,lift,steal
swirl|whirl,vortex,convolution,twirl,twiddle,revolve,rotate,eddy,purl,whirlpool,flow,feed,course
swish|classy,posh,stylish,fashionable,sound,swoosh
switch|control,controller,substitution,permutation,replacement,variation,fluctuation,hairpiece,railroad,railway,shift,change,exchange,turn,reverse,trade,swap,swop,interchange,alter,modify,throw,flip,engage,mesh,lock,operate,flog,welt,whip,lather,lash,slash,strap,trounce,tack,alternate,flip-flop
switchblade|pocketknife
switchboard|central,exchange
switcher|whipper,oppressor
swivel|coupling,pivot,turn
swollen|bloated,puffy,tumescent,tumid,turgid,unhealthy,conceited,egotistic,egotistical,vain,proud,high
swoon|faint,syncope,conk
swoop|slide,glissando,foray,raid,maraud,descent,pounce,descend,fall,move,snatch,snap
swoosh|whoosh,noise,swish,sound
swop|barter,swap,trade,exchange,interchange,switch,change
sword|blade,brand,steel,weapon
swordplay|play,action
swordsman|fencer,combatant,battler,belligerent,fighter,scrapper
sworn|committed,bound
sybarite|voluptuary,sensualist
sybaritic|epicurean,luxurious,luxuriant,voluptuary,voluptuous,indulgent
sycamore|wood,tree,maple
sycophancy|servility,subservience
sycophant|toady,crawler,lackey,flatterer,adulator
sycophantic|obsequious,insincere,servile
syllabic|script,accentual,quantitative,monosyllabic,polysyllabic
syllabicate|syllabify,segment,section
syllabify|syllabicate,segment,section
syllabus|program,curriculum,information,info
syllogism|deduction,synthesis
syllogistic|deduction,synthesis
sylph|woman
sylphlike|lissome,lissom,lithe,lithesome,slender,supple,svelte,graceful
sylvan|wooded,spirit
symbiosis|mutuality
symbiotic|dependent
symbol|signal,sign
symbolic|signal,sign,emblematic,symbol
symbolism|symbol,practice,pattern
symbolize|typify,represent,mean,intend
symmetric|symmetrical,bilateral,cruciform,even,regular,radial,parallel,asymmetrical
symmetrical|symmetric,bilateral,cruciform,even,regular,radial,parallel,asymmetrical,harmonious,balanced
symmetry|balance,asymmetry,proportion,equilibrium,equipoise,property
sympathetic|empathetic,congenial,kind,compatible,charitable,benevolent,kindly,openhearted,appealing,likeable,likable,harmonic,harmonious
sympathize|feel,experience,empathize,understand,commiserate,pity
sympathizer|comforter,communicator,well-wisher,supporter,protagonist,champion,admirer,booster,friend
sympathy|inclination,disposition,tendency,feeling,affinity,kinship
symphonic|sonata,harmonious
symphony|sonata,philharmonic,orchestra
symposium|conference
symptom|evidence,grounds,indication
symptomatic|diagnostic,evidence,grounds
synagogue|temple,tabernacle
synapse|junction,conjunction,conjugation
synaptic|junction,conjunction,conjugation
sync|synchronize,adjust,correct
synchronize|sync,adjust,correct,happen,occur,pass,change,alter,modify,arrange,order,operate,control,align
synchronous|coeval,coexistent,coincident,coincidental,concurrent,simultaneous,contemporary,parallel,descriptive
syncopate|shorten,modify
syncopation|syncope,articulation,rhythm,beat,music
syncope|faint,swoon,syncopation,articulation
syndicate|family,gangland,consortium,pool,association,connect,link,join,unite,form,organize,sell
syndication|organization,marketing
syndrome|complex,composite,symptom
synergism|synergy,action,activity
synergistic|interactive,antagonistic,cooperative
synergy|synergism,action,activity
synod|council
synonym|word,antonym
synonymous|similar,antonymous
synopsis|outline,abstract,precis,summary
synoptic|summary,same
syntactic|syntactical,grammar
syntactical|syntactic,grammar
syntax|structure,system,scheme,grammar
synthesis|reasoning,analysis,deduction
synthesize|compound,combine,analyze,change
synthesizer|intellectual,intellect
synthetic|man-made,artificial,unreal,analytic,inductive,logical,celluloid,counterfeit,imitative,compound
syphilis|dose
syphilitic|dose,sufferer
syringe|spray
syrup|sirup,sweetening,sweetener
syrupy|cloying,saccharine,treacly,sweet,viscous,thick,honeyed,sugary
system|scheme,group,grouping,method,arrangement,organization,structure,substance,matter,orderliness
systematic|tabular,organized,regular,unsystematic,orderly,nonrandom
systematize|order
systemic|general
systole|pulse,pulsation,heartbeat,beat
systolic|pulse,pulsation,heartbeat,beat
tabbouleh|salad
tabby|brindled,brindle,patterned,queen
tabernacle|temple,sanctuary,synagogue
table|array,furniture,mesa,tableland,plateau,gathering,assemblage,board,fare,postpone,shelve,defer,remit,delay
tableau|arrangement,view,aspect,prospect,scene,vista,panorama
tableland|plateau,highland,upland
tablespoon|spoon
tablet|slab,paper,cake,pill,lozenge,dose
tableware|ware
tabloid|journalism,sheet,newspaper,paper
taboo|forbidden,verboten,sacred,bias,prejudice,inhibition,restrict
tabular|systematic
tabulate|arrange,shape,form
tabulation|information,info
tabulator|counter,calculator
tachycardia|arrhythmia
tacit|silent,understood,implicit
taciturn|reticent,concise,voluble
taciturnity|reserve,reticence
taciturnly|mutely,wordlessly,silently
tack|bearing,heading,nail,gear,appurtenance,sheet,shroud,line,sailing,fasten,secure,sail,assemble,piece,join,make,create,disassemble,baste,stitch,append,attach,interchange,switch,alternate,flip,flip-flop,turn,reverse
tacker|worker,baster,sewer,machine
tackiness|cohesiveness,viscosity,cheapness,sleaze
tackle|lineman,rigging,gear,appurtenance,undertake,confront,face,harness,attach,unharness,attack
tacky|brassy,cheap,flash,flashy,garish,gaudy,gimcrack,loud,meretricious,tawdry,trashy,tasteless
taco|wetback,dish
tact|tactfulness,tactlessness
tactful|discerning,discreet,considerate,tactless,diplomatic
tactfully|tactlessly
tactfulness|tact,tactlessness
tactic|tactics,maneuver
tactician|planner,contriver
tactics|tactic,maneuver
tactile|perception,tangible,touchable
tactless|untactful,inelegant,tactful,inept,maladroit
tactlessly|tactfully
tactlessness|tactfulness
tadpole|polliwog,pollywog,larva
taffeta|fabric,cloth,material,textile
taffrail|railing,rail
taffy|candy
tagger|person,individual,someone,somebody,mortal,soul,program
tail|process,outgrowth,appendage,ending,projection,buttocks,butt,backside,buns,hindquarters,posterior,rear,rump,stern,seat,tush,bottom,behind,derriere,fanny,shadow,follower,reverse,verso,head,back,quarter,poop,chase,trail,track,pursue,follow,dock,pinch
tailback|back
tailcoat|tails
tailgate|gate,follow
tailgater|driver
taillight|lamp
tailor|shoehorn,adapt,accommodate,design,fashion,forge
tailor-made|bespoke,bespoken,tailored,custom-made,custom,clothing,wear,wearable,habiliment
tailored|trim,plain,bespoke,bespoken,tailor-made,custom-made,custom
tailoring|trade,craft
tailpipe|pipe,piping
tails|tailcoat
tailspin|agitation,spin,acrobatics,aerobatics
tailwind|wind
taint|impurity,defile,sully,corrupt,cloud,impair,spoil,deflower,vitiate,infect,pollute,foul,contaminate,disinfect
tainted|corrupt,rotten,flyblown,spotted,blemished
take|return,issue,takings,proceeds,yield,payoff,income,move,occupy,expend,lead,direct,conduct,guide,assume,acquire,adopt,change,read,interpret,construe,bring,convey,transport,carry,give,necessitate,postulate,need,require,involve,demand,obviate,choose,select,decide,determine,utilize,apply,employ,accept,have,refuse,fill,work,consider,deal,experience,receive,undergo,film,shoot,record,enter,remove,withdraw,consume,ingest,abstain,submit,digest,endure,stomach,bear,stand,tolerate,support,brook,abide,suffer,strike,admit,take,find,obtain,incur,learn,study,claim,exact,make,head,train,position,become,pack,feature,lease,rent,hire,charter,engage,subscribe,purchase,love,know,screw,jazz,hump,bang,affirm,verify,assert,avow,aver,swan,swear,disclaim,contain,hold,drive,traverse,track,cover,cross,contract,sicken
taken|understood,confiscate,assumed,stolen,given,affected
takeoff|departure,going,rise,rising,ascent,ascension,parody,lampoon,spoof,mockery,burlesque,travesty,charade,put-on,caricature,imitation,mimicry
takeout|portable,bidding
takeover|coup,putsch,buyout
taker|customer,client,bettor,better,wagerer,punter
taking|fetching,winning,attractive,pickings,action
takings|return,issue,take,proceeds,yield,payoff,income
talc|talcum,mineral,powder
talcum|talc,mineral
tale|narrative,narration,story,message,content,substance
talebearer|tattletale,tattler,telltale,blabbermouth,gossip,gossiper,rumormonger
talent|endowment,gift,expert
talented|gifted,untalented
talisman|amulet,charm
talk|conversation,discussion,treatment,discourse,lecture,address,speech,gossip,comment,scuttlebutt,speak,communicate,utter,mouth,verbalize,spill,tell,tattle,blab,peach,babble,sing,unwrap,disclose,reveal,discover,expose,divulge,impart,break,teach,learn,instruct
talkative|chatty,gabby,garrulous,loquacious,talky,voluble,indiscreet,expansive
talkatively|garrulously
talker|speaker
talkie|movie,film,picture,flick
talks|negotiation,dialogue,discussion,word
talky|chatty,gabby,garrulous,loquacious,talkative,voluble
tall|full-length,gangling,gangly,lanky,rangy,leggy,long,stately,statuesque,tallish,large,high,short,magniloquent,rhetorical,difficult,hard,improbable,marvelous,incredible,unbelievable,size
tallboy|highboy,chest,bureau,dresser
tallish|tall
tallness|height,dimension,stature,shortness
tally|score,reckoning,bill,account,invoice,count,numeration,enumeration,match,correspond,check,jibe,gibe,agree,equal,disagree,gain,advance,record,enter,total,number,enumerate,numerate
talon|claw
talus|scree,formation,anklebone,bone
tamable|tameable,tractable,manipulable
tamale|city,metropolis,dish
tamarack|larch
tambourine|drum
tame|unexciting,subdued,quiet,wild,broken,cultivated,docile,gentle,domestic,domesticated,tractable,manipulable,meek,chasten,subdue,change,alter,modify,moderate,domesticate,cultivate,naturalize,adapt,accommodate,reclaim
tameable|tamable,tractable,manipulable
tameness|vapidity,vapidness,dullness,tractability,flexibility,wildness
tamer|handler
tamp|tamper,tool,pack,compress,compact
tamper|tamp,tool,fiddle,monkey,manipulate,meddle,intervene,interfere,interpose
tampon|plug,stopper,stopple,secure
tanbark|bark
tandem|placement,arrangement,bicycle,bike,wheel,cycle
tang|relish,flavor,savor,smack,taste,piquancy,zest,spiciness,spice,dynasty,seaweed,kelp
tangelo|citrus
tangential|digressive,irrelevant
tangerine|chromatic,mandarin
tangibility|tangibleness,corporeality
tangible|touchable,tactile,concrete,intangible,real,realizable,palpable,perceptible,impalpable
tangibleness|tangibility,corporeality
tangle|snarl,maze,perplexity,embroil,sweep,drag,involve,ravel,knot,intertwine,twine,entwine,interlace,lace,unravel,tousle,dishevel,disarrange,entangle,twist,distort,unsnarl,disentangle
tangled|afoul,foul,intertwined,knotty,snarly,matted,thrown,convoluted,involved,tortuous,complex
tango|dance
tangy|lemony,sourish,tart,sour
tank|vessel,tankful,cooler,cell,store,process,treat
tanker|soldier
tankful|tank
tanned|suntanned,brunet,brunette,untanned
tanner|sixpence,coin,craftsman,artisan,journeyman,artificer
tannery|workplace,work
tannin|phenol
tanning|activity,whipping,flogging,lashing,flagellation,beating,thrashing,licking,drubbing,trade,craft
tansy|composite
tantalize|tease,razz,bait,taunt,twit,rally,ride,mock
tantalizer|tormentor,persecutor
tantalizing|inviting,tempting
tantalum|metal
tantamount|equivalent,equal
tantrum|scene,conniption
tape|strip,slip,recording,tapeline,attach,videotape,record,enter,erase
tapeline|tape
taper|convexity,wick,cord,candle,lamp,decrease,diminish,lessen,fall,sharpen,point,deform
tapered|pointed,narrow
tapestry|complexity,fabric,cloth,material,textile,arras,hanging
tapeworm|flatworm
tapioca|foodstuff
tapper|publican,person,individual,someone,somebody,mortal,soul,worker,wiretapper,eavesdropper,dancer
tappet|lever
taproom|barroom,saloon,room
taproot|root,source,seed,germ
taps|lights-out
tarantula|spider
tardily|slowly,slow,easy,quickly,late,belatedly,early
tardiness|timing,punctuality
tardy|belated,late
tare|vetch,cheat,counterpoise,balance,equalizer
target|mark,reference,prey,quarry,victim,place,spot,butt,object,objective,goal,direct,point,take,train
tariff|duty
tarmac|macadam,macadamize,coat,surface
tarn|lake
tarnish|stain,sully,defile,spot,fleck,blob,blot
taro|root,arum
tarot|card
tarp|tarpaulin,canvas,canvass
tarpaulin|tarp,canvas,canvass
tarragon|herb
tarry|resinous,adhesive,loiter,lounge,lollygag,loaf,lallygag,linger,lurk,leave
tarsal|bone
tart|lemony,sourish,tangy,sour,sharp,unpleasant,prostitute,whore,harlot,bawd,woman,pastry
tartan|plaid,fabric,cloth,material,textile
tartar|salt,dragon,calculus,crust,incrustation,encrustation
tartaric|salt
tartness|sour,sourness,taste,acerbity,acidity,bitterness,acrimony,jaundice,thorniness
task|undertaking,project,labor,work,chore,duty,delegate,designate,depute,assign,strain,extend
taskmaster|supervisor
taskmistress|taskmaster
tassel|adornment
taste|sensation,preference,penchant,predilection,liking,appreciation,discernment,experience,mouthful,tasting,perception,savor,sample,consume,ingest,take,have,perceive,comprehend,smack,taste,identify,know,live
tasteful|aesthetic,esthetic,artistic,pleasing,understated,elegant,tasteless,neat,refined
tastefully|tastily,tastelessly
tastefulness|elegance
tasteless|bland,flat,flavorless,insipid,vapid,unflavored,unsalted,unseasoned,unappetizing,unpalatable,tasty,barbaric,brassy,cheap,flash,flashy,garish,gaudy,gimcrack,loud,meretricious,tacky,tawdry,trashy,camp,campy,indelicate,off-color,ostentatious,pretentious,kitsch,inelegant,tasteful
tastelessly|tastefully
taster|sampler,critic
tastily|tastefully,tastelessly
tasting|sample,taste,perception,feeding
tasty|ambrosial,bitter,bittersweet,semisweet,choice,dainty,delectable,delicious,luscious,scrumptious,toothsome,yummy,flavorful,flavorsome,fruity,full-bodied,racy,rich,robust,peppery,gingery,nippy,nutty,piquant,savory,spicy,zesty,pungent,acrid,salty,salt,smoky,sour,winy,appetizing,palatable,sweet,tasteless
tater|potato,spud
tatter|shred
tattered|worn
tatting|needlework,handicraft
tattle|singing,telling,disclosure,revelation,revealing,chatter,piffle,palaver,prate,twaddle,clack,maunder,prattle,blab,gibber,blabber,gabble,talk,speak,utter,mouth,verbalize,peach,babble,sing,unwrap,disclose,reveal,discover,expose,divulge,impart,break
tattler|tattletale,talebearer,telltale,blabbermouth,gossip,gossiper,rumormonger,sandpiper
tattletale|tattler,talebearer,telltale,blabbermouth,gossip,gossiper,rumormonger
tattoo|drumbeat,design,pattern,figure,decoration,stain
taunt|twit,aggravation,irritation,provocation,tease,razz,tantalize,bait,rally,ride,mock
taupe|chromatic,brown,brownness
taut|tight,tense
tautness|tension,tensity,tenseness,condition,status,tightness,immovability,looseness
tautological|redundant,prolix
tautology|truth
tavern|building,edifice
tawdrily|garishly,gaudily
tawdriness|flashiness,garishness,gaudiness,loudness,brashness,glitz
tawdry|brassy,cheap,flash,flashy,garish,gaudy,gimcrack,loud,meretricious,tacky,trashy,tasteless,shoddy,inferior
tawny|chromatic
tax-exempt|tax-free,nontaxable,exempt,security,certificate
tax-free|tax-exempt,nontaxable,exempt
taxable|nonexempt,dutiable,subject,nontaxable
taxation|levy,revenue,imposition,infliction
taxer|bureaucrat
taxi|hack,taxicab,auto,automobile,machine,motorcar,travel,move,ride
taxicab|hack,taxi,auto,automobile,machine,motorcar
taxidermist|craftsman,artisan,journeyman,artificer
taxidermy|artistry,prowess
taximeter|meter
taxing|burdensome,onerous,heavy
taxonomic|taxonomical,assortment
taxonomical|taxonomic,assortment
taxonomist|biologist
taxonomy|hierarchy,assortment
taxpayer|payer
taxpaying|nonexempt
teach|pirate,buccaneer,learn,instruct,inform,habituate,accustom
teach-in|conference
teachable|docile,tractable,manipulable
teacher|instructor,educator,pedagogue,abstraction,abstract
teaching|instruction,pedagogy,education,precept,commandment,doctrine,philosophy,activity
teacup|teacupful
teacupful|teacup
teak|wood,tree
teakettle|kettle,boiler
teal|cyan,chromatic,green,greenness,duck
team|squad,unit,group
teammate|mate,associate
teamster|driver,trucker
teamwork|cooperation
tear|teardrop,drop,driblet,rent,snag,split,opening,bust,binge,bout,revel,revelry,separation,rupture,snap,separate,disunite,divide,part,shoot,charge,buck,rush,hotfoot,hasten,speed,race,pluck,pull,strip,weep
teardrop|drop,bead,pearl,tear,driblet
tearful|liquid,swimming,teary,snuffly,weepy,dolorous,lachrymose,weeping,sorrowful
tearjerker|narrative,narration,story,tale
tearoom|restaurant
teary|tearful
tease|teaser,coquette,flirt,vamp,minx,woman,harassment,molestation,badger,pester,beleaguer,torment,bedevil,crucify,frustrate,razz,tantalize,bait,taunt,twit,rally,ride,mock,manipulate,control,shred,loosen,disentangle,unsnarl,card,separate,ridicule,roast,blackguard,fluff,comb
teasel|herb
teaser|worker,tease,advertising,advert,puzzle,puzzler,problem,opening,tormentor,flat,device
teaspoon|spoon,teaspoonful
teaspoonful|teaspoon
teat|nipple
tech|school
technetium|metal
technical|method,specialized,nontechnical,skillfulness,discipline,subject,field,study,bailiwick,commercial,pickup,foul
technicality|trifle,triviality,detail,item,point
technician|expert
technique|method,proficiency,skillfulness
technocrat|expert,politician,politico
technologist|engineer,person,individual,someone,somebody,mortal,soul
technology|engineering,application,profession,discipline,subject,field,study,bailiwick
tectonic|morphology,science
tectonics|science,morphology
tedious|boring,dull,ho-hum,irksome,slow,tiresome,wearisome,long-winded,verbose,windy,wordy,prolix
tediously|tiresomely
tediousness|tedium,tiresomeness,dullness
tedium|boredom,ennui,tediousness,tiresomeness,dullness
teem|swarm,buzz,seethe,pour,stream,crowd
teeming|abundant
teen|adolescent,teenage,teenaged,young,immature,stripling,teenager,juvenile
teenage|adolescent,teen,teenaged,young,immature
teenaged|adolescent,teen,teenage,young,immature
teenager|adolescent,stripling,teen,juvenile
teensy|bitty,teeny,weeny,weensy,teeny-weeny,itty-bitty,itsy-bitsy,small,little
teeny|bitty,teensy,weeny,weensy,teeny-weeny,itty-bitty,itsy-bitsy,small,little
teeny-weeny|bitty,teensy,teeny,weeny,weensy,itty-bitty,itsy-bitsy,small,little
teepee|tepee,tent,lodge
teeter|seesaw,plaything,totter,move
teeth|dentition
teethe|grow,develop,produce,acquire
teething|dentition,growth,maturation,development,ontogeny
teetotal|sober,abstain,refrain,desist
teetotaler|teetotaller,abstainer,abstinent,nondrinker
teetotalism|abstinence
teetotaller|teetotaler,abstainer,abstinent,nondrinker
telecast|broadcast,televise,send,beam,transmit
telecaster|broadcaster
telegram|wire,message
telegraph|telegraphy,apparatus,setup,cable,wire
telegrapher|telegraphist,operator,manipulator
telegraphic|apparatus,setup,concise
telegraphist|telegrapher,operator,manipulator
telegraphy|telegraph,apparatus,setup
telemetry|measurement,measure,mensuration
telepathic|extrasensory,paranormal
telephone|phone,telephony,call,ring
telephoner|caller,speaker,talker
telephony|telephone
telephoto|photograph,photo,exposure
teleprinter|telex
teleprompter|prompter
telescope|scope,magnifier,squash,crush,squelch,mash,squeeze,digest,condense,concentrate
telescopic|visible,farsighted,collapsible
televise|telecast,send,broadcast,beam,transmit
television|video,broadcasting,receiver
telex|teleprinter
tell|archer,bowman,state,express,verbalize,utter,inform,narrate,recount,recite,order,enjoin,request,guess,infer,assure,affirm,verify,assert,avow,aver,swan,swear,evidence,distinguish,separate,identify,place
teller|official,functionary,cashier,banker,narrator,storyteller,speaker,talker
telling|revealing,telltale,informative,cogent,weighty,persuasive,impressive,effective,effectual,efficacious,relation,narration,recital,yarn,notification,tattle,singing,disclosure,revelation
telltale|revealing,telling,informative,tattletale,tattler,talebearer,blabbermouth,gossip,gossiper,rumormonger
tellurium|element
temblor|earthquake,quake
temerity|audacity,boldness,daring,hardiness,hardihood
temp|temporary,worker
temper|pique,irritation,annoyance,chafe,vexation,mood,humor,feeling,biliousness,irritability,peevishness,surliness,toughness,elasticity,snap,anneal,normalize,toughen,harden,modify,adjust,correct,season,mollify,weaken,chasten,moderate,change,alter
temperament|disposition,nature,emotionalism,adjustment,registration,readjustment
temperance|moderation,restraint,control,intemperance,sobriety,abstinence,combination
temperate|equable,clement,intemperate,abstemious,light,moderate,restrained,mild
temperately|abstemiously
tempered|burnt,curable,qualified
tempest|storm,disturbance,disruption,commotion,flutter,to-do,windstorm
tempestuous|stormy,angry,furious,raging,wild
template|guide,model,example
temple|feature,lineament,building,edifice,synagogue,tabernacle
tempo|pace,rate
temporal|impermanent,temporary,attribute,feature,lineament,worldly,profane,earthly
temporarily|permanently
temporary|impermanent,acting,ephemeral,passing,short-lived,transient,transitory,episodic,evanescent,fly-by-night,jury-rigged,makeshift,interim,temporal,terminable,working,unstable,permanent,irregular,part-time,temp,worker
temporize|prolong,protract,extend
temporizer|delayer
tempt|allure,invite,entice,lure,provoke,stimulate,shake,excite,stir,charm,influence,persuade,arouse
temptation|enticement,influence,desire
tempter|person,individual,someone,somebody,mortal,soul
tempting|alluring,beguiling,enticing,seductive,tantalizing,inviting
temptingly|seductively
temptress|enchantress,siren,woman
tempura|dish
tenability|plausibility
tenable|well-founded,reasonable,sensible
tenacious|retentive,long,mindful,aware,dogged,dour,pertinacious,unyielding,stubborn,obstinate,unregenerate,coherent,adhesive
tenaciously|doggedly
tenacity|doggedness,perseverance,persistence,pertinacity,purpose
tenancy|occupancy,residency,residence,abidance
tenant|renter,payer,holder,bearer,resident,occupant,occupier,inhabit,occupy
tend|lean,incline,attend,look,mind
tendency|inclination,disposition,attitude,leaning,propensity,trend,direction
tendentious|partisan
tender|caring,protective,sentimental,soft,tough,sensitive,sore,painful,young,immature,affectionate,fond,warm,loving,crisp,crispy,flaky,edible,comestible,eatable,delicate,weak,crank,cranky,unstable,attendant,assistant,helper,help,supporter,offer,offering,cutter,boat,ship,give,gift,present,proffer,tenderize,change,alter,modify
tenderfoot|novice,beginner,tyro,initiate
tenderize|tender,change,alter,modify
tenderizer|compound
tenderloin|undercut
tenderness|fondness,warmth,soreness,rawness,pain,compassion,affection,heart,warmness,feeling,concern
tendinitis|inflammation,redness
tendon|sinew
tenet|dogma,gospel,creed
tenfold|multiple
tenon|projection
tenor|high,high-pitched,pitch,singer,vocalist,direction,strain,meaning,substance
tenpins|bowling
tense|suspenseful,taut,edgy,high-strung,jittery,jumpy,nervy,overstrung,restive,uptight,electric,nervous,strained,wired,agitated,uneasy,relaxed,tight,strain,tighten,change,alter,modify,turn,relax,affect
tenseness|tension,tensity,tautness,condition,status,stress,strain
tensile|stress,ductile,malleable,pliable,pliant
tension|hostility,enmity,antagonism,tenseness,stress,strain,tensity,tautness,condition,status,balance
tensity|tension,tenseness,tautness,condition,status
tent|shelter,camp,encamp,bivouac,dwell,live,inhabit
tentacle|grip,grasp,process,outgrowth,appendage
tentacled|process,outgrowth,appendage
tentative|probationary,provisional,conditional,doubtful,unsettled
tenterhook|hook,claw
tenth|ordinal,rank
tenuity|thinness,slenderness,dimension,thickness,feebleness,weakness,rarity,density,denseness
tenuous|flimsy,slight,thin,weak
tenure|incumbency,term,promote,upgrade,advance,raise,elevate
tenured|irremovable
tepee|teepee,tent,lodge
tepid|lukewarm,warm,halfhearted
tepidity|lukewarmness,tepidness,warmth,warmness
tepidly|lukewarmly
tepidness|lukewarmness,tepidity,warmth,warmness,coldness,coolness,frigidity,frigidness,iciness,chilliness
tequila|liquor,spirits,booze
terbium|metal
tercentenary|triennial,anniversary
term|word,period,condition,statement,quantity,constituent,point,terminus,statue,name,call
termagant|shrew
terminable|impermanent,temporary
terminal|endmost,last,period,concluding,final,closing,fatal,terminus,depot,station,pole,contact
terminate|change,alter,modify,begin,stop,finish,cease,fire,dismiss,sack,remove,hire
termination|expiration,ending,endpoint,terminus,result,resultant,outcome,conclusion,finish,morpheme
terminology|nomenclature,language,word
terminus|endpoint,termination,destination,goal,term,statue,terminal,depot,station
termite|insect
terms|footing,status,position,price,damage,cost
